"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
al-merrick-rocket-wide-59-x-19-3-4-x-2-9-16-3219l-ect-pu;"Al Merrick Rocket Wide 5'9 x 19 3/4 x 2 9/16- 31,9L - ECT PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'9;Volume;31,9L;;;5,290.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, carbon, Channel Islands, ect, prancha de surf, rocket wide";;;"Al Merrick";SIM;;;;
seminova-al-merrick-sp12-511-x-19-x-2-3-8-273l-pu;"Seminova Al Merrick SP12 - 5'11 x 19 x 2 3/8 - 27,3L - PU";"Prancha de surf > Prancha de surf usada seminova";Tamanho;5'11;Volume;27,2L;;;1,490.00;1,490.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, pranchaseminova, SEMINOVA, SP12";;;"Al Merrick";SIM;;;;
prancha-de-surf-js-monsta-10-511-x-19-1-4-x-2-9-16-298l-pu;"JS Monsta 10 - 5'11 x 19 x 2 9/16 - 29,5L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'11;Volume;29,5L;;;4,190.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"js, js industries, Monta 10, prancha de surf, pu";;;"JS Industries";SIM;;;;
prancha-de-surf-js-monsta-10-510-x-18-7-8-x-2-1-2-279l-eps;"JS Monsta 10 ROUND - 5'10 x 19 x 2 1/2 - 28,7L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'10;Volume;28,7L;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"EPS, js, js industries, Monta 10, prancha de surf";;"A nova Monsta, pronto para tudo em 2023 e além. Para estar alinhado com as pranchas favoritas mais recentes da equipe Traktor, fizemos alguns pequenos ajustes no foil, juntamente com concave fracionadamente mais profundos para fornecer sustentação extra e transições mais rápidas.";"JS Industries";SIM;;;;
js-xero-gravity-511-x-19-1-2-x-2-1-2-31l-pu;"JS Xero Gravity - 5'11 x 19 1/2 x 2 1/2 -31L -PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'11;Volume;31L;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"js, js industries, prancha de surf, pu, XEROGRAVITY";;;"JS Industries";SIM;;;;
js-xero-fusion-510-x-19-3-4-x-2-1-2-313l-eps;"JS Xero Fusion 5'10 x 19 3/4 x 2 1/2- 31,3L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'10;Volume;31,3L;;;3,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"js, js industries, prancha de surf, xerofusion";;;"JS Industries";SIM;;;;
js-bullseye-60-x-20-1-2-x-2-11-16-365l-eps;"JS Bullseye 6`0 x 20 1/2 x 2 11/16 - 36,5L -EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;6`;Volume;36,5L;;;3,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"Bullseye, js, js industries, prancha de surf";;;"JS Industries";SIM;;;;
js-xero-fusion-57x-19-1-4-x-2-5-16-268l-eps;"JS Xero Fusion 5'7x 19 1/4 x 2 5/16- 26,8L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5`7;Volume;26,8L;;;3,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"js, js industries, prancha de surf, xerofusion";;;"JS Industries";SIM;;;;
js-xero-fusion-59-x-19-5-8-x-2-7-16-299l-eps;"JS Xero Fusion 5'9 x 19 5/8 x 2 7/16- 29,9L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'9;Volume;29,9L;;;3,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"js, js industries, prancha de surf, xerofusion";;;"JS Industries";SIM;;;;
prancha-seminova-pro-ilha-monsta-54-x-20-x-2-1-4-26l-eps;"Prancha Seminova Pro Ilha MONSTA - 5'4 x 20 x 2 1/4 - 26L - EPS";"Prancha de surf > Prancha de surf usada seminova, Pranchas em promoção";Tamanho;5'4;Volume;26L;;;1,290.00;1,190.00;4.00;20.00;55.00;190.00;1;;;SIM;NÃO;;"Monsta, prancha usada, proilha, seminova";;;"Pro Ilha";SIM;;;;
prancha-concept1-rubber-tech-flipper-67x-22-1-2-x-2-3-4-46-l-eps;"Prancha 6'7- Concept1 Rubber Tech FLIPPER - 6'7x 22 1/2 x 2 3/4 - 46 L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Concept";Tamanho;6'7;Volume;46L;Cor;Verde;1,890.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"hero, prancha de surf, rubber tech, tropical brasil";;;Hero;SIM;;;;
prancha-concept1-rubber-tech-flipper-67x-22-1-2-x-2-3-4-46-l-eps;;;Tamanho;6'7;Volume;46L;Cor;Pink;1,890.00;;4.00;216.00;15.00;53.00;1;;;;;;;;;;;;;;
prancha-concept1-rubber-tech-flipper-67x-22-1-2-x-2-3-4-46-l-eps;;;Tamanho;6'7;Volume;46L;Cor;Laranja;1,890.00;;4.00;216.00;15.00;53.00;1;;;;;;;;;;;;;;
dhd-juliette-511-x-19-x-2-9-16-30l-pu;"DHD Juliette 5'11 x 19 x 2 9/16 - 30L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5`11;Volume;30L;;;3,790.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"5'9, dhd, dnaee, eejuliette, prancha de surf";;;"DHD Surfboards";SIM;;;;
dhd-juliette-510-x-18-x-2-7-16-28l-eps;"DHD Juliette 5'10 x 19 x 2 7/16 28L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5`10;Volume;28L;;;4,390.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"5'9, dhd, dnaee, eejuliette, prancha de surf";;;"DHD Surfboards";SIM;;;;
al-merrick-happy-everyday-58-x-19-x-2-3-8-275l-eps-spinetek;"Al Merrick Happy Everyday 5'8 x 19 x 2 3/8 - 27,5L - EPS SPINETEK";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'8;Volume;27,5L;;;5,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, Channel Islands, happy everyday, prancha de surf, spinetek";;;"Al Merrick";SIM;;;;
prancha-de-surf-dhd-interceptor-66-x-20-3-4-x-2-11-16-41l-pu;"DHD Interceptor 6'6 x 20 3/4 x 2 11/16 - 41L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;6'6;Volume;41L;;;4,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"6'6, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
prancha-de-surf-dhd-juliette-59-x-18-5-8-x-2-3-8-265l-eps;"DHD Juliette 5'9 x 18 5/8 x 2 3/8 - 26,5L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'9;Volume;26,5L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'9, dhd, dnaee, eejuliette, prancha de surf";;;"DHD Surfboards";SIM;;;;
dhd-3dv-510-x-19-3-8-x-2-1-2-30l-eps;"DHD 3DV 5'10 x 19 3/8 x 2 1/2 - 30L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'10;Volume;30L;;;4,325.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'11, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
dhd-sweet-spot-4-0-61x-19-1-2-x-2-5-8-315l-pu;"DHD Sweet Spot 4.0 - 6'1x 19 1/2 x 2 5/8 - 31,5L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;6'1;Volume;31,5L;;;3,900.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'10, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
prancha-surf-prescription-pro2-510-x-19-1-4-x-2-5-8-31l-eps;"Prancha Surf Prescription Pro2 - 5'10 x 19 1/4 x 2 5/8 - 31L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Outras marcas";Tamanho;5'10;Volume;32L;;;3,290.00;2,990.00;4.00;20.00;55.00;190.00;1;;;SIM;NÃO;;"prancha usada";;;Surfprescription;SIM;;;;
pyzel-the-precious-59-x-19-1-2-x-2-5-16-308l-pu;"Pyzel The Precious - 5'9 x 19 1/2 x 2 5/16 - 30,8L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'9;Volume;30,8L;;;4,190.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"pranha de surf, pyzel, theprecious";;;Pyzel;SIM;;;;
lost-driver-2-0-59-x-19-x-2-7-16-285l-eps;"Lost Driver 2.0 5'9 x 19 x 2 7/16 - 28,5L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'9;Volume;28,5L;;;3,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"EPS, lost, prancha de surf, subdriver2.0";;;Lost;SIM;;;;
lost-puddle-jumper-60-x-21-3-4-x-2-3-4-40l-eps;"Lost Puddle Jumper 6'0 x 21 3/4 x 2 3/4 - 40L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;6'0;Volume;40L;;;4,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"lost, prancha de surf, PUDDLEJUMPERRT";;;Lost;SIM;;;;
lost-subdriver-2-0-510-x-19-x-238-284l-eps-full-carbon;"Lost SubDriver 2.0 - 5'10 x 19 x 2,38 - 28,4L EPS Full Carbon";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'10;Volume;28,4L;;;5,690.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"fullcarbon, lost, prancha de surf, subdriver2.0";;;Lost;SIM;;;;
lost-rocket-redux-510-x-19-3-4-x-2-1-2-316l-eps;"Lost Rocket Redux 5'10 x 19 3/4 x 2 1/2 - 31,6L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'10;Volume;31,6L;;;4,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"lost, prancha de surf, rocketredux";;;Lost;SIM;;;;
pyzel-red-tiger-59-x-19-1-8-x-2-5-16-275l-pu-copia;"Pyzel Red Tiger 5'10 x 19 5/8 x 2 9/16 - 31,5L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'10;Volume;31,5L;;;4,710.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"pranha de surf, pyzel, red tiger";;;Pyzel;SIM;;;;
pyzel-phantom-510-x-19-3-4-x-2-3-8-29l-pu;"Pyzel Phantom 5'9 x 19 1/4 x 2 3/8 - 27,7L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'9;Volume;27,7L;;;4,380.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"phantom, pranha de surf, pyzel";;;Pyzel;SIM;;;;
pyzel-mini-ghost-round-6-x-19-7-8-x-2-5-8-338l-eps-sem-longarina-copia;"Pyzel Mini Ghost Round 6'1 x 20 3/8 x 2 3/4- 37,1L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;6'1;Volume;37,1L;;;4,960.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"Mini Ghost, pranha de surf, pyzel, Round";;;Pyzel;SIM;;;;
lost-california-twin-510-x-20-3-4-x-2-1-2-33-2l-eps;"Lost California Twin - 5'10 x 20 3/4 x 2 1/2- 33.2L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5`10;Volume;33,2L;;;4,690.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"californiatwin, carboncore, lost, prancha de surf";;;Lost;SIM;;;;
lost-psycho-killer-60-x-20-3-4-x-2-9-16-355l-eps-copia;"Lost Micks Tape - 5'9 x 20 5/8 x 2 1/2- 35,1L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5`9;Volume;35,1L;;;4,590.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"carboncore, lost, micktape, prancha de surf";;;Lost;SIM;;;;
al-merrick-neckbeard-3-58-x-19-3-8-x-2-7-16-292l-eps-spinetek;"Al Merrick Neckbeard 3 - 5'8 x 19 3/8 x 2 7/16 - 29,2L - EPS Spinetek";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'8;Volume;29,2L;;;6,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, Channel Islands, EPS, Neckbeard 3, prancha de surf, spinetek";;;"Al Merrick";SIM;;;;
al-merrick-dumpster-diver2-58-x-19-1-2-x-2-7-16-293l-eps-spinetek;"Al Merrick Dumpster Diver2 - 5'8 x 19 1/2 x 2 7/16 29,3L EPS Spinetek";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'8;Volume;29,3L;;;5,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, cisurfboards, DD2, DUMPSTERDIVER2, prancha de surf";;;"Al Merrick";SIM;;;;
al-merrick-dumpster-diver2-510x-20-x-2-9-16-324l-pu;"Al Merrick Dumpster Diver2 - 5'10x 20 x 2 9/16 - 32,4L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5`10;Volume;32,4L;;;4,950.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, cisurfboards, DD2, DUMPSTERDIVER2, prancha de surf";;;"Al Merrick";SIM;;;;
al-merrick-twin-pin-58x-19-x-2-1-2-292l-pu;"Al Merrick Twin Pin 5'8x 19 x 2 1/2 - 29,2L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'8;Volume;29,2L;;;4,950.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"33.6L, 6', al merrick, Channel Islands, prancha de surf, pu, twin pin";;;"Al Merrick";SIM;;;;
al-merrick-ci-2-pro-60-x-19-1-8-x-2-1-2-307l-pu;"Al Merrick CI 2 PRO Round 6'0 x 19 1/8 x 2 1/2 - 30,7L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;6'0;Volume;30,7L;;;4,800.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, CI2PRO, prancha de surf";;;"Al Merrick";SIM;;;;
al-merrick-fishbeard-511-x-19-7-8-x-2-9-16-332l-pu;"Al Merrick Fishbeard 5'11 x 19 7/8 x 2 9/16 - 33,2L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'11;Volume;33,2L;;;4,950.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"30.7L, 5'9, al merrick, fish, fishbeard, prancha de surf";;;"Al Merrick";SIM;;;;
al-merrick-fishbeard-510-x-19-7-8-x-2-9-16-324l-pu;"Al Merrick Fishbeard 5'10 x 19 7/8 x 2 9/16 - 32,4L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Volume;32,4L;Tamanho;5'10;;;4,950.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"26.4L, 5'6, al merrick, fish, fishbeard, prancha de surf";;;"Al Merrick";SIM;;;;
js-xero-fusion-511-x-20-x-2-9-16-33l-pu;"JS Xero Fusion 5'11 x 20 x 2 9/16- 33L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5`11;Volume;33L;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"js, js industries, prancha de surf, xerofusion";;;"JS Industries";SIM;;;;
js-schooner-60-x-19-x-2-9-16-30l-pu;"JS Schooner 6`0 x 19 x 2 9/16 - 30L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;6';Volume;30L;;;3,790.00;3,090.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"28.7L, 5'11, js, js industries, prancha de surf, pu, schonner";;;"JS Industries";SIM;;;;
js-xero-gravity-58-x-18-3-4-x-2-5-16-263l-eps;"JS Xero Gravity - 5'8 x 18 3/4 x 2 5/16 - 26,3L -EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'8;Volume;26,3L;;;3,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"js, js industries, prancha de surf, pu, XEROGRAVITY";"JS Xero Gravity - 5'8 x 18 3/4 x 2 5/16 - 26,3L -EPS";;"JS Industries";SIM;;;;
prancha-de-surf-js-gravity-easy-rider-510-x-19-3-4-x-2-9-16-315l-pu;"JS Xero Gravity - 5'10 x 19 3/4 x 2 9/16 - 31,5L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'10;Volume;31,5L;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"31.5L, 5'10, js, js industries, prancha de surf, pu";;;"JS Industries";SIM;;;;
prancha-de-surf-js-schooner-511-x-18-7-8-x-2-1-2-287l-pu;"JS Schooner 5'11 x 18 7/8 x 2 1/2 - 28,7L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'11;Volume;28,7L;;;3,790.00;3,090.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"28.7L, 5'11, js, js industries, prancha de surf, pu, schonner";;;"JS Industries";SIM;;;;
prancha-de-surf-js-xero-fusion-58-x-19-1-2-x-2-3-8-284l-eps;"JS Xero Fusion 5'8 x 19 1/2 x 2 3/8 - 28,4L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'8;Volume;28,4L;;;4,190.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"28.4L, 5'8, js, js industries, prancha de surf, xerofusion";;;"JS Industries";SIM;;;;
funboard-boards-point-72-x-22-3-4-x-2-3-4-529l-eps-copia;"FunBoard Boards Point - 7'0 x 22 1/2 x 2 3/4 - 50L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Funboard, Prancha de surf > Prancha de surf para iniciantes";Tamanho;7';Volume;50L;;;2,890.00;;6.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"funboard, inciantes, prancha de surf";;;"Board's Point";SIM;;;;
prancha-concept1-rubber-tech-flipper-610-x-23-x-2-9-16-495-l-copia;"Prancha 6'10- Concept1 Rubber Tech FLIPPER - 6'10 x 23 x 2 9/16 - 49,5 L (cópia)";"Prancha de surf > Prancha de surf nova > Prancha de surf Concept";Tamanho;6'10;Volume;49,5L;Cor;Preto;1,890.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"hero, prancha de surf, rubber tech, tropical brasil";;;Hero;SIM;;;;
prancha-concept1-rubber-tech-flipper-610-x-23-x-2-9-16-495-l-copia;;;Tamanho;6'10;Volume;49,5L;Cor;Verde;1,890.00;;4.00;216.00;15.00;53.00;1;;;;;;;;;;;;;;
prancha-concept1-rubber-tech-flipper-64-x-22-x-2-1-2-425-l;"Prancha 6'4 - Concept1 Rubber Tech FLIPPER - 6'4 x 22 x 2 1/2 - 42,5 L";"Prancha de surf > Prancha de surf nova > Prancha de surf Concept";Tamanho;6'4;Volume;42,5L;Cor;Verde;1,890.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"hero, prancha de surf, rubber tech, tropical brasil";"Prancha Concept1 Rubber Tech FLIPPER - 6'4 x 22 x 2 1/2 - 42,5 L";;Hero;SIM;;;;
prancha-concept1-rubber-tech-flipper-64-x-22-x-2-1-2-425-l;;;Tamanho;6'4;Volume;42,5L;Cor;Pink;1,890.00;;4.00;216.00;15.00;53.00;1;;;;;;;;;;;;;;
prancha-concept1-rubber-tech-flipper-64-x-22-x-2-1-2-425-l;;;Tamanho;6'4;Volume;42,5L;Cor;Laranja;1,890.00;;4.00;216.00;15.00;53.00;1;;;;;;;;;;;;;;
al-merrick-fever-round-511-x-18-3-4-x-2-3-8-277l-pu;"Al Merrick Fever Round 5'11 x 18 3/4 x 2 3/8 - 27,7L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'11;Volume;27,7L;;;4,800.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, cisurfboards, fever, prancha de surf";"Al Merrick Fever Round 5'11 x 18 3/4 x 2 3/8 - 27,7L PU ";;"Al Merrick";SIM;;;;
al-merrick-two-happy-59-x-19-x-2-7-16-283l-pu;"Al Merrick Two Happy 5'9 X 18 7/8 X 2 7/16 - 28,1L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'9;Volume;28,1L;;;4,800.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, pu, two happy";"Al Merrick Two Happy 5'9 X 19 X 2 7/16 - 28,3L - PU ";;"Al Merrick";SIM;;;;
al-merrick-two-happy-510-x-19-1-4-x-2-9-16-306l-pu;"Al Merrick Two Happy 5'10 X 19 1/4 X 2 9/16 - 30,6L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'10;Volume;30,6L;;;4,800.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'10, al merrick, Channel Islands, prancha de surf, pu, two happy";"Al Merrick Two Happy 5'10 X 19 1/4 X 2 9/16 - 30,6L - PU ";;"Al Merrick";SIM;;;;
al-merrick-rocket-wide-58-x-19-3-4-x-2-9-16-326l-pu;"Al Merrick Rocket Wide 5'8 x 19 3/4 x 2 9/16 - 32,6L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'9;Volume;32,6L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, rocket wide";"Al Merrick Rocket Wide 5'8 x 19 3/4 x 2 9/16 - 32,6L - PU ";;"Al Merrick";SIM;;;;
al-merrick-rocket-wide-61-x-20-3-4-x-2-3-4-38l-pu;"Al Merrick Rocket Wide 6'1 x 20 3/4 x 2 3/4 - 38L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;6'1;Volume;38L;;;4,950.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, rocket wide";"Al Merrick Rocket Wide 6'1 x 20 3/4 x 2 3/4 - 38L - PU ";;"Al Merrick";SIM;;;;
al-merrick-two-happy-510-x-19-x-2-1-2-295l-pu;"Al Merrick Two Happy Round- 5'11 X 19 1/8 X 2 7/16 - 29,3L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'10;Volume;29,5L;;;4,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'10, al merrick, Channel Islands, prancha de surf, pu, two happy";"Al Merrick Two Happy 5'10 X 19 X 2 1/2 - 29,5L - PU";;"Al Merrick";SIM;;;;
al-merrick-two-happy-510-x-19-x-2-3-8-28l-eps-spinetek;"Al Merrick Two Happy 5'10 X 19 1/8 X 2 3/8 - 28,9 L - EPS Spinetek";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'10;Volume;28,9L;;;6,345.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"5'10, al merrick, Channel Islands, prancha de surf, spinetek, two happy";"Al Merrick Two Happy 5'10 X 19 X 2 3/8 - 28L - EPS Spinetek";;"Al Merrick";SIM;;;;
prancha-concept1-rubber-tech-azkar-57-x-20-x-2-1-2-325-l;"Prancha 5'7- Concept1 Rubber Tech AZKAR - 5'7 x 20 x 2 1/2 - 32,5 L";"Prancha de surf > Prancha de surf nova > Prancha de surf Concept";Tamanho;5'7;Volume;32,5L;Cor;Preto;1,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"hero, prancha de surf, rubber tech, tropical brasil";"Prancha Concept1 Rubber Tech AZKAR - 5'7 x 20 x 2 1/2 - 32,5 L";"Idealizada para surfistas intermediários/avançados e crianças iniciantes, esse design tem curva de fundo que proporciona velocidade e manobrabilidade excelentes. Aliada a boa flutuação, facilita a entrada na onda e a evolução do surf, quando usada por surfistas intermediários e avançados.";Hero;SIM;;;;
prancha-concept1-rubber-tech-azkar-57-x-20-x-2-1-2-325-l;;;Tamanho;5'7;Volume;32,5L;Cor;Amarelo;1,890.00;;4.00;216.00;15.00;53.00;1;;;;;;;;;;;;;;
snapy-drip-snapyflex-60-x-20-3-4-x-2-3-4-361l-eps;"Snapy Drip Snapyflex - 6'0 x 20 3/4 x 2 3/4 - 36,1L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Snapy";Tamanho;6'0;Volume;36,1L;;;3,190.00;2,935.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"36.1L, 6', Drip, prancha de surf, snapy";;;Snapy;SIM;;;;
pyzel-white-tiger-57-x-19-1-2-x-2-9-16-312l-pu;"Pyzel White Tiger 5'7 x 19 1/2 x 2 9/16 - 31,2L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'7;Volume;31,2L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'7, pranha de surf, pyzel, white tiger";"Pyzel White Tiger 5'7 x 19 1/2 x 2 9/16 - 31,2L PU";;Pyzel;SIM;;;;
dhd-mf-eclipse-511-x-20-x-2-9-16-x-32l-eps;"DHD MF Eclipse 5'11 x 20 x 2 9/16 x 32L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'11;Volume;32L;;;4,550.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"30L, 5'9, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
dhd-mf-eclipse-510-x-19-3-4-x-2-9-16-x-31l-eps;"DHD MF Eclipse 5'10 x 19 3/4 x 2 9/16 x 31L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'10;Volume;31L;;;4,550.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"30L, 5'9, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
